id,Title,Content,Published_date,Date_Added,Source_URL,Rss_Feed,Catogory
19,"Democrats bash Justice Clarence Thomas but their plan to investigate ethics allegations is unclear","Senate Democrats railed against Justice Clarence Thomas on Tuesday amid reports that the Supreme Court conservative failed to disclose luxury travel, gifts and a real estate transaction involving a GOP megadonor, but their plan to investigate the conservative jurist remains unclear.",18-04-2023,10-10-2024,https://www.cnn.com/2023/04/18/politics/clarence-thomas-ethics-democrats/index.html,http://rss.cnn.com/rss/cnn_topstories.rss,Others
20,"Russia is 'going backwards' in equipment and deploying post WWII-era tanks, according to Western officials","• Jailed Wall Street Journal reporter Evan Gershkovich denied detention appeal in Moscow• Putin visits Russian troops at military headquarters in Kherson• Watch moment WSJ journalist appears in Russian court","Not Available",10-10-2024,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-04-18-23/index.html,http://rss.cnn.com/rss/cnn_topstories.rss,"Terrorism / Protest / Political Unrest / Riot"
21,"Two Russians claiming to be former Wagner commanders admit killing children and civilians in Ukraine","Two Russian men who claim to be former Wagner Group commanders have told a human rights activist that they killed children and civilians during their time in Ukraine.",18-04-2023,10-10-2024,https://www.cnn.com/2023/04/17/europe/wagner-commanders-russia-kill-children-intl-hnk/index.html,http://rss.cnn.com/rss/cnn_topstories.rss,Others
22,"'My stomach is hurting from laughing': Hear panelist's reaction to DeSantis' threat to Disney","CNN panelists react to Florida Gov. Ron DeSantis floating the idea of building a competing theme park next to Disney World in Orlando.",18-04-2023,10-10-2024,https://www.cnn.com/videos/business/2023/04/18/desantis-disney-competition-panel-reax-pt-vpx.cnn,http://rss.cnn.com/rss/cnn_topstories.rss,Others
23,"GOP prepared to block vote to replace Feinstein on Senate Judiciary","Senate Majority Leader Chuck Schumer said on Tuesday that he hopes to replace Democratic Sen. Dianne Feinstein on the Senate Judiciary Committee with Sen. Ben Cardin of Maryland and aims to set up a floor vote on the issue this afternoon, which Republicans are expected to block.",18-04-2023,10-10-2024,https://www.cnn.com/2023/04/18/politics/schumer-senate-feinstein-vote-cardin/index.html,http://rss.cnn.com/rss/cnn_topstories.rss,Others
24,"Oklahoma governor calls on officials to resign over recording of racist and threatening remarks","Not Available",18-04-2023,10-10-2024,https://www.cnn.com/2023/04/18/us/mccurtain-county-oklahoma-officials-recording/index.html,http://rss.cnn.com/rss/cnn_topstories.rss,Others
25,"McCarthy slams Biden in handling of US debt","House Speaker Kevin McCarthy traveled to Wall Street on Monday to deliver a fresh warning that the House GOP majority will refuse to lift a cap on government borrowing unless Biden agrees to spending cuts that would effectively neutralize his domestic agenda.",18-04-2023,10-10-2024,https://www.cnn.com/videos/politics/2023/04/18/kevin-mccarthy-wall-street-speech-debt-ceiling-biden-economy-vpx.cnn,http://rss.cnn.com/rss/cnn_topstories.rss,Others
26,"US warns Russia not to touch American nuclear technology at Ukrainian nuclear plant","The US has sensitive nuclear technology at a nuclear power plant inside Ukraine and is warning Russia not to touch it, according to a letter the US Department of Energy sent to Russia's state-owned nuclear energy firm Rosatom last month.",19-04-2023,10-10-2024,https://www.cnn.com/2023/04/18/politics/us-warns-russia-zaporizhzhia-nuclear-plant/index.html,http://rss.cnn.com/rss/cnn_topstories.rss,Others
27,"Repeated gunshots fired on live TV as ex-lawmaker shot by assassins","Atiq Ahmed, a former lawmaker in India's parliament, convicted of kidnapping, was shot dead along with his brother while police were escorting them for a medical check-up in a slaying caught on live television on Saturday. CNN's Vedika Sud reports.",18-04-2023,10-10-2024,https://www.cnn.com/videos/world/2023/04/18/india-ex-lawmaker-atiq-ahmed-assassination-sud-pkg-contd-ovn-intl-hnk-vpx.cnn,http://rss.cnn.com/rss/cnn_topstories.rss,"Terrorism / Protest / Political Unrest / Riot"
28,"FDA clears the way for additional bivalent boosters for certain vulnerable individuals","The U.S. Food and Drug Administration amended the terms of its emergency use authorizations for the Pfizer and Moderna bivalent vaccines on Tuesday, allowing people ages 65 and older and certain people with weakened immunity to get additional doses before this fall's vaccination campaigns.",18-04-2023,10-10-2024,https://www.cnn.com/2023/04/18/health/fda-bivalent-booster-additional-doses/index.html,http://rss.cnn.com/rss/cnn_topstories.rss,Others
29,"Maine authorities detained a person of interest after 4 people were found dead in a home and 3 others shot while driving","Maine authorities have detained a person of interest and continue to investigate after two shooting incidents that appear to be connected left at least four people dead and three others injured, state police said.",19-04-2023,10-10-2024,https://www.cnn.com/2023/04/18/us/maine-shooting-bowdoin-yarmouth/index.html,http://rss.cnn.com/rss/cnn_topstories.rss,"Terrorism / Protest / Political Unrest / Riot"
30,"Southwest says flights resumed after delays caused by 'tech issues'","• Delta Air Lines reports record bookings for summer travel• Air France and Airbus acquitted in trial over 2009 plane crash",18-04-2023,10-10-2024,https://www.cnn.com/travel/article/southwest-airlines-flight-delays/index.html,http://rss.cnn.com/rss/cnn_topstories.rss,Others
31,"Damar Hamlin cleared to resume football activities after January cardiac arrest","Buffalo Bills safety Damar Hamlin, who has been cleared to resume football activities, said Tuesday his cardiac arrest during an NFL game in January was caused by commotio cordis.",18-04-2023,10-10-2024,https://www.cnn.com/2023/04/18/sport/damar-hamlin-cleared-to-train-nfl-spt-intl/index.html,http://rss.cnn.com/rss/cnn_topstories.rss,"Terrorism / Protest / Political Unrest / Riot"
32,"Pilot makes history after landing on top of a 56-story hotel","Polish pilot Lukasz Czepiela made history after landing a plane on a helipad at the top of a 56-story hotel in Dubai.",19-03-2023,10-10-2024,https://www.cnn.com/videos/travel/2023/03/17/pilot-lands-on-dubai-helipad-cprog-orig-aw-ao.cnn,http://rss.cnn.com/rss/cnn_topstories.rss,Others
33,"Top US Navy admiral defends non-binary sailor amid some Republican criticism","The top US Navy admiral ardently defended a non-binary sailor on Tuesday amid some criticism from Republican lawmakers, saying he is "particularly proud of this sailor."",18-04-2023,10-10-2024,https://www.cnn.com/2023/04/18/politics/gilday-defends-non-binary-sailor/index.html,http://rss.cnn.com/rss/cnn_topstories.rss,Others
34,"Fulton County DA says fake Trump electors are incriminating one another and wants lawyer disqualified","The Fulton County District Attorney's office said some fake electors for Donald Trump have implicated each other in potential criminal activity and is seeking to disqualify their lawyer, according to a new court filing.",19-04-2023,10-10-2024,https://www.cnn.com/2023/04/18/politics/fulton-county-trump-fake-electors/index.html,http://rss.cnn.com/rss/cnn_topstories.rss,Others
35,"High speed trains are racing across the world. But not in America","High speed trains have proved their worth across the world over the past 50 years.",19-04-2023,10-10-2024,https://www.cnn.com/travel/article/high-speed-rail-us/index.html,http://rss.cnn.com/rss/cnn_topstories.rss,Others
36,"Podcast: One country musician is calling for other artists to oppose assault rifles","Not Available","Not Available",10-10-2024,https://www.cnn.com/audio/podcasts/the-assignment/episodes/42a2f0e2-066a-4675-82ff-afe2016a0bb5,http://rss.cnn.com/rss/cnn_topstories.rss,Others
37,"Here's what you need to know if you haven't filed your return yet — and even if you have","It's April 18, the official deadline to file your federal and state income tax returns for 2022. (It is also, apparently, National Animal Crackers Day for those who celebrate.)",18-04-2023,10-10-2024,https://www.cnn.com/2023/04/18/success/tax-day-2023-file-irs/index.html,http://rss.cnn.com/rss/cnn_topstories.rss,Others
38,"Undocumented immigrants are paying their taxes today, too","It's a surprising fact that's often overlooked in the immigration debate.",18-04-2023,10-10-2024,https://www.cnn.com/2023/04/18/us/undocumented-immigrants-taxes-cec/index.html,http://rss.cnn.com/rss/cnn_topstories.rss,Others
39,"Opinion: Why millionaires like us want to pay more in taxes","Tuesday is Tax Day in America, one of the most stressful days of the year, when many taxpayers will finally end their procrastination, file their federal returns, and hope for a refund from the IRS. But for many of the nation's wealthiest, it's just another Tuesday.",17-04-2023,10-10-2024,https://www.cnn.com/2023/04/17/opinions/us-tax-system-wealthy-disney-pearl/index.html,http://rss.cnn.com/rss/cnn_topstories.rss,"Positive / Uplifting"
40,"'World's longest' purpose-built cycling tunnel opens in Norway","There are many ways to explore the seven mountains that surround the picturesque UNESCO World Heritage city of Bergen on Norway's fjord-studded west coast. The newest, however, might well be record-breaking.",18-04-2023,10-10-2024,https://www.cnn.com/travel/article/worlds-longest-cycling-tunnel/index.html,http://rss.cnn.com/rss/cnn_topstories.rss,Others
41,"Artist rejects photo prize after AI-generated image wins award","A German artist has rejected an award from a prestigious international photography competition after revealing that his submission was generated by Artificial Intelligence (AI).",18-04-2023,10-10-2024,https://www.cnn.com/style/article/ai-photo-win-sony-scli-intl/index.html,http://rss.cnn.com/rss/cnn_topstories.rss,"Positive / Uplifting"
42,"These ships disappeared in Lake Superior a century ago. Watch as they're found again","The Great Lakes Shipwreck Historical Society has found two of three ships that sank in the same Lake Superior storm more than a century ago, locating one in 2021 and the other in 2022.",18-04-2023,10-10-2024,https://www.cnn.com/videos/travel/2023/04/18/century-old-shipwrecks-lake-superior-discovery-contd-orig-zt.cnn,http://rss.cnn.com/rss/cnn_topstories.rss,"Natural Disasters"
43,"Erotic images of seniors show sex and intimacy in new light","What does intimacy look like for seniors? There's no end to sex scenes and other steamy content featuring the young and unwrinkled, but past a certain age, popular culture largely draws a blank — or treats sex as a punchline.",18-04-2023,10-10-2024,https://www.cnn.com/style/article/marilyn-minter-artist-elder-sex/index.html,http://rss.cnn.com/rss/cnn_topstories.rss,Others
44,"China's economy is off to a solid start, rising 4.5% in Q1 2023","China's economy is off to a solid start in 2023 following its emergence from three years of strict pandemic restrictions.",18-04-2023,10-10-2024,https://www.cnn.com/2023/04/17/economy/china-gdp-q1-2023-intl-hnk/index.html,http://rss.cnn.com/rss/cnn_topstories.rss,Others
45,"Even when wives make as much as husbands, they still do more at home","• Four out of the five US metro areas with the lowest unemployment are in Florida. Here's why• Opinion: The overlooked problem with raising the retirement age for Social Security",16-04-2023,10-10-2024,https://www.cnn.com/2023/04/16/success/husbands-wives-earning-division-of-labor-pew-survey/index.html,http://rss.cnn.com/rss/cnn_topstories.rss,"Terrorism / Protest / Political Unrest / Riot"
46,"McDonald's is upgrading its burgers","McDonald's, which has been focusing on upgrading its core items to boost sales, is rolling out a series of changes designed to improve its signature burgers.",17-04-2023,10-10-2024,https://www.cnn.com/2023/04/17/business/mcdonalds-burgers/index.html,http://rss.cnn.com/rss/cnn_topstories.rss,Others
47,"Google-parent stock drops on fears it could lose search market share to AI-powered rivals","Shares of Google-parent Alphabet fell more than 3% in early trading Monday after a report sparked concerns that its core search engine could lose market share to AI-powered rivals, including Microsoft's Bing.",17-04-2023,10-10-2024,https://www.cnn.com/2023/04/17/tech/google-ai-search-engine-stock-drop/index.html,http://rss.cnn.com/rss/cnn_topstories.rss,Others
48,"Bidets save you money and reduce waste — we tested the best options out there","Not Available","Not Available",10-10-2024,https://www.cnn.com/cnn-underscored/reviews/best-bidets?iid=CNNUnderscoredHPcontainer,http://rss.cnn.com/rss/cnn_topstories.rss,Others
49,"50+ products to make your life easier and our planet cleaner","Not Available","Not Available",10-10-2024,https://www.cnn.com/cnn-underscored/home/editors-favorite-sustainable-products?iid=CNNUnderscoredHPcontainer,http://rss.cnn.com/rss/cnn_topstories.rss,Others
50,"Mother's Day is around the corner. Here are 50+ thoughtful gifts she'll love","Not Available","Not Available",10-10-2024,https://www.cnn.com/cnn-underscored/gifts/best-mothers-day-gifts-2023?iid=CNNUnderscoredHPcontainer,http://rss.cnn.com/rss/cnn_topstories.rss,"Positive / Uplifting"
51,"A head-to-toe guide of how men should dress this spring, and where they should shop","Not Available","Not Available",10-10-2024,https://www.cnn.com/cnn-underscored/fashion/mens-spring-fashion-style-guide?iid=CNNUnderscoredHPcontainer,http://rss.cnn.com/rss/cnn_topstories.rss,Others
52,"42 of the most useful travel products you can buy on Amazon","Not Available","Not Available",10-10-2024,https://www.cnn.com/cnn-underscored/travel/amazon-travel-products?iid=CNNUnderscoredHPcontainer,http://rss.cnn.com/rss/cnn_topstories.rss,Others
53,"The 7 best high-yield savings accounts of April 2023","Not Available","Not Available",10-10-2024,https://www.cnn.com/cnn-underscored/money/high-yield-savings-accounts?iid=CNNUnderscoredHPcontainer,http://rss.cnn.com/rss/cnn_topstories.rss,Others
54,"Taxes are due tomorrow. Here's how to file for an extension","Not Available","Not Available",10-10-2024,https://www.cnn.com/cnn-underscored/money/how-to-file-taxes?iid=CNNUnderscoredHPcontainer,http://rss.cnn.com/rss/cnn_topstories.rss,Others
55,"Composting is an easy way to reduce food waste. Here's how to do it","Not Available","Not Available",10-10-2024,https://www.cnn.com/cnn-underscored/home/how-to-compost-at-home?iid=CNNUnderscoredHPcontainer,http://rss.cnn.com/rss/cnn_topstories.rss,Others
56,"We stopped using aluminum foil for cooking and you should too. Here's what to use instead","Not Available","Not Available",10-10-2024,https://www.cnn.com/cnn-underscored/reviews/mmmat-silicone-mats?iid=CNNUnderscoredHPcontainer,http://rss.cnn.com/rss/cnn_topstories.rss,Others
57,"The beloved Dyson Supersonic hair dryer is at its lowest price ever","Not Available","Not Available",10-10-2024,https://www.cnn.com/cnn-underscored/deals/dyson-supersonic-sale-2023-04-17?iid=CNNUnderscoredHPcontainer?iid=CNNUnderscoredHPcontainer,http://rss.cnn.com/rss/cnn_topstories.rss,Others
58,"Everything you need to know about Way Day 2023, Wayfair's biggest sale of the year","Not Available","Not Available",10-10-2024,https://www.cnn.com/cnn-underscored/deals/wayfair-way-day-2023-04-17?iid=CNNUnderscoredHPcontainer,http://rss.cnn.com/rss/cnn_topstories.rss,Others
59,"The 10 best Amazon deals to shop this week","Not Available","Not Available",10-10-2024,https://www.cnn.com/cnn-underscored/deals/best-amazon-deals-2023-04-12?iid=CNNUnderscoredHPcontainer,http://rss.cnn.com/rss/cnn_topstories.rss,Others
60,"Mifepristone saved my life","The ruling earlier this month by a Texas federal judge to suspend the US Food and Drug Administration's approval of a drug that is used frequently for medication abortions, is very personal for me.",18-04-2023,10-10-2024,https://www.cnn.com/2023/04/18/opinions/medication-abortion-mifepristone-miscarriage-jones-ctpr/index.html,http://rss.cnn.com/rss/cnn_topstories.rss,Others
61,"The 2024 presidential alternative many voters will want","Not Available","Not Available",10-10-2024,https://www.cnn.com/2023/04/18/opinions/2024-presidential-election-alternative-voters-lieberman,http://rss.cnn.com/rss/cnn_topstories.rss,Others
62,"Why isn't the House Judiciary Committee looking into Thomas?","On Monday, the GOP-controlled House Judiciary Committee — chaired by Donald Trump ally Rep. Jim Jordan — is set to hold a field hearing in New York City called "Victims of Violent Crime in Manhattan." A statement bills the hearing as an examination of how, the Judiciary Committee says, Manhattan District Attorney Alvin Bragg's policies have "led to an increase in violent crime and a dangerous community for New York City residents."",17-04-2023,10-10-2024,https://www.cnn.com/2023/04/17/opinions/jim-jordan-clarence-thomas-judiciary-committee-obeidallah/index.html,http://rss.cnn.com/rss/cnn_topstories.rss,Others
63,"Top secrets come spilling out","In 1917, British analysts deciphered a coded message the German foreign minister sent to one of his country's diplomats vowing to begin "unrestricted submarine warfare" and seeking to win over Mexico with a promise to "reconquer the lost territory in Texas, New Mexico and Arizona" if the US entered the world war. When it became public, the Zimmerman Telegram caused a sensation, helping propel the US into the conflict against Germany.",16-04-2023,10-10-2024,https://www.cnn.com/2023/04/16/opinions/top-secrets-come-spilling-out-opinion-column-galant/index.html,http://rss.cnn.com/rss/cnn_topstories.rss,"Terrorism / Protest / Political Unrest / Riot"
64,"How did Sudan go from casting off despotic rule to this?","Four years ago, almost to the day, the people of Sudan were celebrating a revolution after overthrowing longtime dictator Omar al-Bashir. Now the East African country faces the possibility of a complete collapse similar to the chaos we see today in Yemen or Libya.",17-04-2023,10-10-2024,https://www.cnn.com/2023/04/17/opinions/sudan-revolution-to-civil-war-lynch/index.html,http://rss.cnn.com/rss/cnn_topstories.rss,"Terrorism / Protest / Political Unrest / Riot"
65,"Michelle Yeoh set to return in new 'Star Trek' movie","Live long and prosper, Michelle Yeoh.",18-04-2023,10-10-2024,https://www.cnn.com/2023/04/18/entertainment/michelle-yeoh-star-trek-section-31/index.html,http://rss.cnn.com/rss/cnn_topstories.rss,Others
66,"Recap: 'Succession' finds dark humor in the aftershocks","After the shock came the aftershocks, the power vacuum, and perhaps most significantly and impressively, the laughs, as "Succession" pivoted to face life after Logan Roy, in an episode that finally put the HBO show's title into full flower.",17-04-2023,10-10-2024,https://www.cnn.com/2023/04/16/entertainment/succession-season-4-episode-4-recap/index.html,http://rss.cnn.com/rss/cnn_topstories.rss,Others
67,"'Yellowjackets' leans hard into '90s music nostalgia, and we're here for it","Of the many dark gifts Showtime's eerie hit series "Yellowjackets" serves up for us, the juiciest this season is by far the music.",01-05-2023,10-10-2024,https://www.cnn.com/2023/04/14/entertainment/yellowjackets-90s-music/index.html,http://rss.cnn.com/rss/cnn_topstories.rss,Others
68,"Jeremy Renner revisits 'the amazing group of people' who helped him recover from his accident","Jeremy Renner is continuing his recovery after his devastating snowplow accident in January, and recognizing those who've helped him along the way.",16-04-2023,10-10-2024,https://www.cnn.com/2023/04/16/entertainment/jeremy-renner-update/index.html,http://rss.cnn.com/rss/cnn_topstories.rss,"Positive / Uplifting"
69,"Review: 'Barry' takes a whack at its farewell season",""Barry" has taken chances from the very beginning, which is certainly true of a fourth and final season that picks up where the third left off, with its hitman-turned-wannabe actor getting arrested. That paves the way for an even darker season that accentuates the show's ensemble aspect while leaning a little too heavily on blurring lines with flights of fancy.",14-04-2023,10-10-2024,https://www.cnn.com/2023/04/14/entertainment/barry-season-4-review/index.html,http://rss.cnn.com/rss/cnn_topstories.rss,Others
70,"Donald Trump's latest tax cut promise is aimed at Americans living abroad","If former President Donald Trump returns to the White House, he says he will end the “double taxation” of American citizens living abroad,his latest bid to win over voters.  Read more...",10-10-2024,10-10-2024,https://qz.com/donald-trump-double-taxation-americans-abroad-tax-cuts-1851669514,http://qz.com/feed,"Positive / Uplifting"
71,"Stellantis cost-cutting could hit the top ranks next","Stellantis ( STLA ) CEO Carlos Tavares is reportedly looking to extend his company’s cost-cutting plans to hit top-level management, from regional heads to brand executives, as its  rough year continues .  Read more...",10-10-2024,10-10-2024,https://qz.com/stellantis-layoffs-carlos-tavares-management-sales-1851669488,http://qz.com/feed,Others
72,"Amazon Prime Video will soon have Apple TV+ because streaming is just cable now","Apple ( AAPL ) TV+ will soon be available on Amazon’s ( AMZN ) Prime Video, as streaming platforms continue to consolidate to resemble the cable offerings they’ve largely outcompeted. Read more...",10-10-2024,10-10-2024,https://qz.com/amazon-prime-video-apple-tv-streaming-bundles-cable-1851669489,http://qz.com/feed,Others
73,"Elon Musk is expected to reveal a Tesla 'Cybercab' at a long-awaited event tonight. Here's what to know","Tesla ( TSLA ) CEO Elon Musk is primed to unveil his company’s efforts to produce a self-driving “robotaxi,” either delivering a massive win for investors that justifies sacrificing a widely anticipated car — or a major disappointment. Read more...",10-10-2024,10-10-2024,https://qz.com/tesla-robotaxi-we-robot-elon-musk-ai-fsd-product-launch-1851669136,http://qz.com/feed,"Positive / Uplifting"
74,"The Boeing machinist strike is nearing the 1-month mark. Where do things stand?","The latest news :  Striking Boeing workers are ‘in this for the long haul,’ union leader says Read more...",10-10-2024,10-10-2024,https://qz.com/boeing-strike-week-4-explainer-1851668972,http://qz.com/feed,"Terrorism / Protest / Political Unrest / Riot"
75,"Striking Boeing workers are 'in this for the long haul,' union leader says","After  negotiations broke down  again between  striking Boeing machinists and the aerospace giant , the leader of the union representing the workers says they are prepared to play the long game. Read more...",10-10-2024,10-10-2024,https://qz.com/boeing-strike-machinists-iam-contract-negotiations-1851669477,http://qz.com/feed,Others
76,"They wore 'Auto Workers for Trump' shirts at a JD Vance rally. But they're not actually auto workers","Political rallies bring out all kinds of catchy slogans  from people who are there to support their heroes. Now, a group of people sporting “Auto Workers For Trump”  tops at a JD Vance rally this week in Detroit have been found  to have very little in common with the message they’re supporting. Read more...",10-10-2024,10-10-2024,https://qz.com/donald-trump-jd-vance-auto-workers-rally-1851669473,http://qz.com/feed,"Positive / Uplifting"
77,"Hurricane Milton has stranded astronauts in space"," The category-four  Hurricane Milton  made landfall in Florida on Wednesday and was projected to be the worst to strike the state in 100 years. The devastation expected across the peninsula has already impacted NASA’s space operations. The agency delayed the return of  the SpaceX Crew-8 mission,  initially planned for… Read more...",10-10-2024,10-10-2024,https://qz.com/hurricane-milton-spacex-crew-8-dragon-astronauts-space-1851669467,http://qz.com/feed,"Natural Disasters"
78,"6 haunted luxury hotels for your spooky Halloween travel","When travelers are exploring rural Wyoming, on the road between Mount Rushmore and Yellowstone National Park, they often stop at the TA Ranch in Buffalo, Wyoming, a Smithsonian Institute National Historic Landmark known for its horseback riding, connections to notable cowboys, and grand historic rooms. Read more...",10-10-2024,10-10-2024,https://qz.com/halloween-travel-luxury-hotels-haunted-supernatural-1851665974,http://qz.com/feed,Others
79,"The FTC has a habit of kicking out founders in oil mergers","President Joe Biden’s approach to the oil industry’s  recent megamergers  might be one of the most interesting aspects of his economic policy legacy. Forced departures at Hess and Pioneer Natural Resources have shown both the aggressiveness and limitations of his antitrust policy.  Read more...",10-10-2024,10-10-2024,https://qz.com/ftc-chevron-hess-exxon-pioneer-board-seats-antitrust-1851665757,http://qz.com/feed,Others
